Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65ee0c4bd55abbe87ac7d402,59b51dd49f80a10001e826a1,APPROVED,Not Applicable,2024-03-10T19:38:57.855000Z,2024-03-10T19:47:20.762000Z,2024-03-10T19:51:58.622000Z,2024-03-10T19:47:21.846971Z,503.0,C107BK71,927,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0c500439c1d89f5b108d,63d13b740d6c5fa4a1128aed,APPROVED,Not Applicable,2024-03-10T19:38:59.958000Z,2024-03-10T19:45:07.039000Z,2024-03-10T19:46:03.848000Z,2024-03-10T19:46:26.687267Z,368.0,C107BK71,542,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
65ee0c5239046c0a1db3d37e,65bd0a849315bf104c40f79e,APPROVED,Not Applicable,2024-03-10T19:39:05.756000Z,2024-03-10T19:48:32.885000Z,2024-03-10T19:51:54.287000Z,2024-03-10T19:48:33.726556Z,568.0,C107BK71,25,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65ee0c5e3683fcf3f8f6b39b,5be44162fa676700011d80d7,APPROVED,Not Applicable,2024-03-10T19:39:16.431000Z,2024-03-10T19:47:03.734000Z,2024-03-10T19:52:00.286000Z,2024-03-10T19:47:04.453265Z,468.0,C107BK71,1164,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
65ee0c64a87a76dad82a366a,65ed4af714240e549aaa952f,APPROVED,Not Applicable,2024-03-10T19:39:23.742000Z,2024-03-10T19:49:23.311000Z,2024-03-10T19:57:05.960000Z,2024-03-10T19:49:24.131807Z,600.0,C107BK71,1,27,Male,White,United States,United States,Poland,English,Yes,DATA_EXPIRED
65ee0c68f9406c8587212eb6,5ee3fbb98976fc0f59fe2939,APPROVED,Not Applicable,2024-03-10T19:40:02.002000Z,2024-03-10T19:44:05.722000Z,2024-03-14T13:21:16.004000Z,2024-03-10T19:46:18.844713Z,244.0,C107BK71,1059,23,Male,Other,United States,United States,United States,Spanish,Yes,Full-Time
65ee0c846520f9319632c6a4,596e51b8b174180001756e7a,REJECTED,Not Applicable,2024-03-10T19:39:54.512000Z,2024-03-10T19:46:36.759000Z,2024-03-14T13:19:05.773000Z,2024-08-13T09:18:38.521518Z,403.0,C1BH0PQA,1482,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65ee0c8961b6245064894c71,604516dcb387435f27f3ed6f,APPROVED,Not Applicable,2024-03-10T19:40:02.096000Z,2024-03-10T19:52:22.239000Z,2024-03-10T19:57:14.133000Z,2024-03-10T19:52:23.266533Z,741.0,C107BK71,1005,32,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0c8c39046c0a1db3d391,5fd8dbbbca334d2e85824085,APPROVED,Not Applicable,2024-03-10T19:40:05.087000Z,2024-03-10T19:47:24.459000Z,2024-03-10T19:51:56.085000Z,2024-03-10T19:47:25.241081Z,440.0,C107BK71,69,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0cbaeb0f3b5652d84730,5c345ebad4f77a0001a91ec0,APPROVED,Not Applicable,2024-03-10T19:40:46.456000Z,2024-03-10T19:47:17.696000Z,2024-03-10T20:52:53.600000Z,2024-03-10T19:47:18.478198Z,392.0,C107BK71,1966,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0cd9f8c56b00f9286687,5ea713ed7dd03d0c54bee030,APPROVED,Not Applicable,2024-03-10T19:41:16.610000Z,2024-03-10T19:50:12.107000Z,2024-03-10T19:51:58.168000Z,2024-03-10T19:50:13.145577Z,536.0,C107BK71,692,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0cef0bbda5b4fb286ee6,6019c44ab054bd17f74ce643,APPROVED,Not Applicable,2024-03-10T19:41:48.562000Z,2024-03-10T20:00:29.332000Z,2024-03-10T20:00:29.958000Z,2024-03-10T20:00:30.546446Z,1121.0,C107BK71,260,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65ee0d2c6250720f071c6af6,63b726bd148ea7d9910f50d2,APPROVED,Not Applicable,2024-03-10T19:42:48.261000Z,2024-03-10T19:53:22.488000Z,2024-03-10T19:57:05.050000Z,2024-03-10T19:53:29.394078Z,635.0,C107BK71,117,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0d2d9638576a60121fcd,5910b7adcb98ce0001da622c,APPROVED,Not Applicable,2024-03-10T19:42:39.762000Z,2024-03-10T19:49:58.336000Z,2024-03-10T19:51:59.410000Z,2024-03-10T19:49:59.126920Z,439.0,C107BK71,1630,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65ee0d2fd3445a64eb3c62c6,63bda933c73904ed03687fd5,APPROVED,Not Applicable,2024-03-10T19:42:48.777000Z,2024-03-10T19:57:39.940000Z,2024-03-10T19:58:08.114000Z,2024-03-10T19:58:34.239169Z,892.0,C107BK71,123,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65ee0d3139046c0a1db3d3d1,5ced0ccddfb2720019962226,APPROVED,Not Applicable,2024-03-10T19:42:49.320000Z,2024-03-10T19:54:39.958000Z,2024-03-10T19:57:54.694000Z,2024-03-10T19:58:13.190587Z,711.0,C107BK71,832,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65ee0d4014240e549aaac2bf,65db790595bb760c117f6c04,APPROVED,Not Applicable,2024-03-10T19:43:10.979000Z,2024-03-10T20:19:32.641000Z,2024-03-10T20:19:33.676000Z,2024-03-10T20:19:34.222934Z,2182.0,C107BK71,0,60,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65ee0d446520f9319632c6c3,572bc95234b25a0009dcbf7c,APPROVED,Not Applicable,2024-03-10T19:43:00.231000Z,2024-03-10T19:50:26.330000Z,2024-03-10T19:51:57.319000Z,2024-03-10T19:50:27.230825Z,447.0,C107BK71,511,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65ee0d5271d694ba0712219c,58d15e3d2fc72000011f8dbc,APPROVED,Not Applicable,2024-03-10T19:43:19.506000Z,2024-03-10T19:49:33.467000Z,2024-03-10T20:52:58.640000Z,2024-03-10T19:49:34.253876Z,374.0,C107BK71,141,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65ee0d60881bd4ecd9ae815d,65ddff48fa751a77f37e315e,REJECTED,Not Applicable,2024-03-10T19:43:45.347000Z,2024-03-10T19:45:08.215000Z,2024-03-14T13:19:10.488000Z,2024-08-13T09:18:38.521247Z,83.0,C1BH0PQA,22,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65ee0d633cd8843ed98a016e,5b681788ca518a0001c7a755,APPROVED,Not Applicable,2024-03-10T19:43:34.322000Z,2024-03-10T19:47:51.342000Z,2024-03-14T13:21:13.912000Z,2024-03-10T19:47:52.189612Z,258.0,C107BK71,1221,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0d640cd7bb757c042419,642f739a329c0452cb7cfe2a,APPROVED,Not Applicable,2024-03-10T19:43:40.258000Z,2024-03-10T19:52:50.873000Z,2024-03-10T19:57:12.350000Z,2024-03-10T19:52:51.687041Z,551.0,C107BK71,20,49,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65ee0d8c466760163e01b36b,59d8c480b656e70001226266,APPROVED,Not Applicable,2024-03-10T19:44:18.905000Z,2024-03-10T19:52:36.460000Z,2024-03-10T19:57:08.399000Z,2024-03-10T19:52:37.250298Z,498.0,C107BK71,1388,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65ee0d9565574c1a24ff63d5,5eff6492814d8101d8ca4bcc,APPROVED,Not Applicable,2024-03-10T19:44:26.439000Z,2024-03-10T19:52:26.897000Z,2024-03-10T19:57:07.867000Z,2024-03-10T19:52:27.795481Z,481.0,C107BK71,1631,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0d9a07f486606b1c985e,5fc59271971cc91189a1bdf0,APPROVED,Not Applicable,2024-03-10T19:44:26.408000Z,2024-03-10T19:56:50.644000Z,2024-03-10T19:58:04.827000Z,2024-03-10T19:58:29.953150Z,745.0,C107BK71,1025,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
65ee0d9b8e6ddf23fdd40076,5d234ea8a6edfe0001e85b65,APPROVED,Not Applicable,2024-03-10T19:44:30.354000Z,2024-03-10T19:51:32.438000Z,2024-03-10T19:51:53.119000Z,2024-03-10T19:51:33.380712Z,423.0,C107BK71,373,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0d9cf8c56b00f92866c2,5ee44df5a493ae14ce39c8de,APPROVED,Not Applicable,2024-03-10T19:45:42.004000Z,2024-03-10T20:11:31.680000Z,2024-03-10T20:16:47.171000Z,2024-03-10T20:17:09.286131Z,1550.0,C107BK71,313,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ee0da44ea621b632cd87b1,654d35abae479d495ba17443,APPROVED,Not Applicable,2024-03-10T19:44:49.191000Z,2024-03-10T19:59:06.250000Z,2024-03-10T19:59:07.091000Z,2024-03-10T19:59:07.376679Z,858.0,C107BK71,30,79,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65ee0dab751896a071b22f2a,5a1d8489ab721b0001ef95cc,APPROVED,Not Applicable,2024-03-10T19:44:46.262000Z,2024-03-10T19:58:21.161000Z,2024-03-10T19:58:38.362000Z,2024-03-10T19:58:46.177539Z,815.0,C107BK71,1669,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0daff9406c8587212f1d,651c030f2d73237898bbac48,APPROVED,Not Applicable,2024-03-10T19:44:53.232000Z,2024-03-10T19:51:05.958000Z,2024-03-10T19:52:01.872000Z,2024-03-10T19:51:06.968899Z,373.0,C107BK71,94,25,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time
65ee0db8c2d4a21581a73bd5,5eced49f680aa62e1e265eee,RETURNED,Not Applicable,2024-03-10T19:45:00.477000Z,2024-03-10T19:46:12.273000Z,,2024-03-11T10:09:36.931891Z,,C1BH0PQA,1282,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65ee0dd20439c1d89f5b10e8,60e118d7333fb510bda4c9e9,APPROVED,Not Applicable,2024-03-10T19:45:26.546000Z,2024-03-10T19:52:11.375000Z,2024-03-10T19:57:13.092000Z,2024-03-10T19:52:12.250106Z,405.0,C107BK71,779,21,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65ee0de8aa1aed668c84de9c,65aee233e5c5123454b0115e,APPROVED,Not Applicable,2024-03-10T19:46:55.048000Z,2024-03-10T20:07:15.497000Z,2024-03-10T20:07:16.316000Z,2024-03-10T20:07:16.978237Z,1221.0,C107BK71,63,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ee0de96520f9319632c6eb,59f77c1705d1d60001f14563,RETURNED,Not Applicable,2024-03-10T19:45:45.698000Z,2024-03-10T19:48:28.379000Z,,2024-03-11T10:09:36.929550Z,,C1BH0PQA,833,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65ee0df5acf6f0acb7cfb186,599777e80ed7ae0001991a91,APPROVED,Not Applicable,2024-03-10T19:46:04.641000Z,2024-03-10T19:55:37.259000Z,2024-03-10T19:58:00.706000Z,2024-03-10T19:58:25.400040Z,573.0,C107BK71,355,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
65ee0df70f18d988b732d420,614da66d7f267237bf6d05e6,APPROVED,Not Applicable,2024-03-10T19:46:08.057000Z,2024-03-10T19:56:55.743000Z,2024-03-10T19:58:15.353000Z,2024-03-10T19:58:31.356816Z,648.0,C107BK71,1341,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0dfb6dcdd5d12dab04f4,5f56a4525e6f8a0fc2596d89,APPROVED,Not Applicable,2024-03-10T19:46:06.550000Z,2024-03-10T19:53:14.750000Z,2024-03-10T19:57:11.156000Z,2024-03-10T19:53:15.645895Z,429.0,C107BK71,488,26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65ee0dffd4474929fd1fddae,63471777bffcfcce663bd228,APPROVED,Not Applicable,2024-03-10T19:46:12.181000Z,2024-03-10T19:54:05.675000Z,2024-03-10T19:57:07.206000Z,2024-03-10T19:54:06.895545Z,474.0,C107BK71,631,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0e053dbad64a5148a3cf,5aad21134ea21d000101bbff,APPROVED,Not Applicable,2024-03-10T19:46:19.907000Z,2024-03-10T19:52:32.438000Z,2024-03-10T19:57:08.896000Z,2024-03-10T19:52:33.280313Z,373.0,C107BK71,2557,43,Male,White,United Kingdom,United States,United Kingdom,English,Yes,Full-Time
65ee0e98f9406c8587212f65,5b684ef482d9db000118fc0a,APPROVED,Not Applicable,2024-03-10T19:48:40.280000Z,2024-03-10T19:56:47.378000Z,2024-03-10T19:58:10.178000Z,2024-03-10T19:58:31.381328Z,488.0,C107BK71,646,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65ee0e9ff9406c8587212f68,60991dd496888904e9201093,APPROVED,Not Applicable,2024-03-10T19:48:52.850000Z,2024-03-10T20:01:24.155000Z,2024-03-10T20:01:25.276000Z,2024-03-10T20:01:25.892139Z,752.0,C107BK71,80,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee0eacc6146bbd065a84de,5be06a1fd5686800011016a2,APPROVED,Not Applicable,2024-03-10T19:49:06.021000Z,2024-03-10T19:54:43.167000Z,2024-03-10T19:57:55.404000Z,2024-03-10T19:58:14.114111Z,338.0,C107BK71,545,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ee1853fdaf7eac7d0145f3,5ab10212fb22320001bacdfe,APPROVED,Not Applicable,2024-03-10T20:30:21.760000Z,2024-03-10T20:42:03.056000Z,2024-03-10T20:42:54.518000Z,2024-03-10T20:43:29.227381Z,702.0,C107BK71,1777,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65f2f8e9fb2ef0592264922b,5e97a2d74cb72e263342ecc9,APPROVED,Not Applicable,2024-03-14T13:17:38.033000Z,2024-03-14T13:26:00.802000Z,2024-03-14T13:26:01.444000Z,2024-03-14T13:26:01.931612Z,503.0,C107BK71,1968,31,Male,White,United States,United States,United States,English,No,Full-Time
65f2f99b1dd60542987758be,65e0f98ae1996edfb43951f8,APPROVED,Not Applicable,2024-03-14T13:20:42.743000Z,2024-03-14T13:31:19.575000Z,2024-03-14T13:31:20.287000Z,2024-03-14T13:31:20.564930Z,637.0,C107BK71,0,37,Male,Asian,United States,United States,United States,English,No,Due to start a new job within the next month
65f2f99efe2200faf8da1012,5eafd56ad2a3d7000a94dcba,APPROVED,Not Applicable,2024-03-14T13:20:36.298000Z,2024-03-14T13:26:06.816000Z,2024-03-14T13:26:07.417000Z,2024-03-14T13:26:07.518242Z,331.0,C107BK71,512,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65f2f9b3c3873baaa99daa66,653017e3a1ae5e545bcd897e,APPROVED,Not Applicable,2024-03-14T13:20:56.236000Z,2024-03-14T13:31:38.179000Z,2024-03-14T13:31:39.984000Z,2024-03-14T13:31:40.081201Z,642.0,C107BK71,148,29,Female,White,United States,United States,United States,English,No,Full-Time
65f2f9b8d8a77dea81df3db2,5ed94270ad37064ae646dfd7,APPROVED,Not Applicable,2024-03-14T13:20:58.593000Z,2024-03-14T13:26:40.179000Z,2024-03-14T13:26:40.926000Z,2024-03-14T13:26:41.333627Z,342.0,C107BK71,762,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
