Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
65afe96581d2455a40130bef,5e27090295479b000b531b42,APPROVED,2024-01-23T16:29:33.153000Z,2024-01-23T16:37:19.698000Z,2024-01-23T16:37:20.334000Z,2024-01-23T16:37:21.192877Z,467.0,C107BK71,202,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65afe97a163bb9c17bb429e2,63cfee999726ef51aaa058e7,APPROVED,2024-01-23T16:29:52.900000Z,2024-01-23T16:36:28.189000Z,2024-01-23T16:36:28.970000Z,2024-01-23T16:36:29.594025Z,396.0,C107BK71,200,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),
65afe97e8ede820e6632e911,5ed96d809d0c93500acfc536,APPROVED,2024-01-23T16:29:54.095000Z,2024-01-23T16:37:16.349000Z,2024-01-23T16:37:16.905000Z,2024-01-23T16:37:17.110696Z,443.0,C107BK71,412,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afe9b5ae0eecce0e5d43be,643925781d697281c5d19a54,APPROVED,2024-01-23T16:30:50.659000Z,2024-01-23T16:36:58.701000Z,2024-01-23T16:36:59.299000Z,2024-01-23T16:36:59.674904Z,369.0,C107BK71,144,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afe9c2bab219fccdcf597b,6077dd4c0a8ff92267e84b6e,APPROVED,2024-01-23T16:31:02.039000Z,2024-01-23T16:40:52.369000Z,2024-01-23T16:40:52.964000Z,2024-01-23T16:40:53.297829Z,591.0,C107BK71,741,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afe9ccc4fc278c2482d4a3,65294fb1b73b0edd4fd93f95,APPROVED,2024-01-23T16:31:12.683000Z,2024-01-23T16:36:38.992000Z,2024-01-23T16:36:39.887000Z,2024-01-23T16:36:40.259417Z,327.0,C107BK71,60,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afe9d6955f91501c8a341f,62da781f566f47fe43284532,APPROVED,2024-01-23T16:31:22.916000Z,2024-01-23T16:41:56.397000Z,2024-01-23T16:41:57.089000Z,2024-01-23T16:41:57.707384Z,634.0,C107BK71,519,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afe9deae0f0171fac815a7,5ea87946e363ce2b126ad459,APPROVED,2024-01-23T16:31:33.739000Z,2024-01-23T16:37:10.771000Z,2024-01-23T16:37:11.378000Z,2024-01-23T16:37:11.832445Z,338.0,C107BK71,349,32,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afe9e4ad8e0689f11ae115,5e03f39399b282ec7ad779cb,RETURNED,2024-01-23T16:31:42.701000Z,,,2024-03-01T10:21:34.921439Z,,,442,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afea0a7f8c8f7e019efa02,5d9261e776e8dd00195f28f2,APPROVED,2024-01-23T16:32:15.247000Z,2024-01-23T16:37:53.778000Z,2024-01-23T16:37:54.396000Z,2024-01-23T16:37:54.695632Z,339.0,C107BK71,1615,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afea14c7c336dcf6ca08b3,566e1aec744e3e0005b4e668,APPROVED,2024-01-23T16:33:27.001000Z,2024-01-23T16:48:27.753000Z,2024-01-23T16:48:30.505000Z,2024-01-23T16:48:28.908392Z,901.0,C107BK71,1700,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afea21d6b343f21614c3de,627b7ab91b4aa45720dfebb7,APPROVED,2024-01-23T16:32:38.092000Z,2024-01-23T16:38:24.240000Z,2024-01-23T16:38:24.869000Z,2024-01-23T16:38:25.162997Z,347.0,C107BK71,338,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afea40d340cee450869e6d,5c2fd3b663228200017facfa,TIMED-OUT,2024-01-23T16:33:09.255000Z,,,2024-03-01T10:21:34.920556Z,3260906.0,,416,31,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,Not Applicable
65afea56ef7bfb28a0e67ae0,65afd32f09089c52104bed3f,APPROVED,2024-01-23T16:33:41.170000Z,2024-01-23T16:50:39.633000Z,2024-01-23T16:50:40.225000Z,2024-01-23T16:50:40.483607Z,1019.0,C107BK71,0,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afea600d23b9944b454af6,63e51d02287813e690ec6edd,RETURNED,2024-01-23T16:33:41.203000Z,2024-01-23T16:37:43.740000Z,2024-01-24T11:28:08.601000Z,2024-03-01T10:21:34.923826Z,,C1BH0PQA,165,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afea78feceaf5754d03055,61239ef50558ffe54f002963,APPROVED,2024-01-23T16:34:03.859000Z,2024-01-23T16:40:19.497000Z,2024-01-23T16:40:20.234000Z,2024-01-23T16:40:20.816955Z,376.0,C107BK71,1295,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
65afea80e64af21cd32c4335,5bbe48fbf1f9ba0001423a3b,APPROVED,2024-01-23T16:34:25.464000Z,2024-01-23T16:49:59.459000Z,2024-01-23T16:50:00.366000Z,2024-01-23T16:50:00.729323Z,934.0,C107BK71,564,78,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afea9c9960f7990654f2ad,64557e3fcf9e986f83043653,APPROVED,2024-01-23T16:34:52.223000Z,2024-01-23T16:41:18.085000Z,2024-01-23T16:41:18.778000Z,2024-01-23T16:41:19.225389Z,386.0,C107BK71,43,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afea9f955f91501c8a349f,5c61fb9c4fa005000132c55a,RETURNED,2024-01-23T16:34:46.086000Z,,,2024-03-01T10:21:34.927080Z,,,344,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afeaa0e64af21cd32c433e,5e67ead79c4cc909387bedd8,TIMED-OUT,2024-01-23T16:34:44.590000Z,,,2024-03-01T10:21:34.930552Z,3260811.0,,554,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
65afeaa1ae0eecce0e5d4451,5ee3a3d3e1640f03812e4c26,TIMED-OUT,2024-01-23T16:34:44.646000Z,,,2024-03-01T10:21:34.931184Z,3260811.0,,439,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
65afeae11bf386ab49d96fab,5b77602834f4b70001d817ba,APPROVED,2024-01-23T16:35:49.373000Z,2024-01-23T16:42:01.052000Z,2024-01-23T16:42:01.656000Z,2024-01-23T16:42:02.170500Z,372.0,C107BK71,530,25,Female,Asian,United States,United States,United States,Vietnamese,Yes,Unemployed (and job seeking),
65afeaf95bd3b4c5194bf29c,5c71b88ae559500001d1fcf2,APPROVED,2024-01-23T16:36:15.402000Z,2024-01-23T16:49:17.986000Z,2024-01-23T16:49:18.609000Z,2024-01-23T16:49:19.092596Z,783.0,C107BK71,1110,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65afeb0681d2455a40130c4f,655d5226e204d4f63c352c61,APPROVED,2024-01-23T16:36:41.025000Z,2024-01-23T16:49:50.257000Z,2024-01-23T16:49:51.402000Z,2024-01-23T16:49:51.805235Z,790.0,C107BK71,0,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED,
65afeb39acc3d54752f33ae6,5c4782d9cae0ab000188d2b4,APPROVED,2024-01-23T16:37:13.709000Z,2024-01-23T16:46:24.681000Z,2024-01-23T16:46:26.074000Z,2024-01-23T16:46:26.458489Z,551.0,C107BK71,1678,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65afeb413fbd3b1e92e7f1dd,62fbfd31ea1ec50c0bd3b135,APPROVED,2024-01-23T16:37:26.528000Z,2024-01-23T16:42:03.561000Z,2024-01-23T16:42:04.279000Z,2024-01-23T16:42:04.583418Z,278.0,C107BK71,332,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afeb490e656408c6d9b5c1,5fc7a382f4b6970c5edb2baa,APPROVED,2024-01-23T16:37:36.639000Z,2024-01-23T16:45:34.388000Z,2024-01-23T16:45:35.362000Z,2024-01-23T16:45:35.935573Z,478.0,C107BK71,299,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afeb66bc7010b3a1c87090,5cab3a6f797d90001402fd4d,RETURNED,2024-01-23T16:38:02.612000Z,2024-01-23T16:42:01.282000Z,,2024-03-01T10:21:34.933061Z,,C1BH0PQA,506,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afeb72cb978cd885320115,594591f4bee3110001b1a4f1,APPROVED,2024-01-23T16:38:15.009000Z,2024-01-23T16:45:52.446000Z,2024-01-23T16:45:53.102000Z,2024-01-23T16:45:53.527119Z,458.0,C107BK71,2139,63,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afeb84b5cc86df02c5c84e,6120076982ae8a84e568b519,RETURNED,2024-01-23T16:38:34.484000Z,,,2024-03-01T10:21:34.933170Z,,,101,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afeb86b5cc86df02c5c84f,611028996b54c60f34f97189,APPROVED,2024-01-23T16:38:39.342000Z,2024-01-23T16:51:49.190000Z,2024-01-23T16:51:49.963000Z,2024-01-23T16:51:50.305384Z,790.0,C107BK71,520,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afeb8ec4fc278c2482d504,5e3db08f9847a10291229235,APPROVED,2024-01-23T16:38:47.452000Z,2024-01-23T16:44:55.790000Z,2024-01-23T16:44:56.960000Z,2024-01-23T16:44:57.726388Z,369.0,C107BK71,233,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afeb9ed340cee450869f17,56fe6dd9e0f9ff001119e65b,APPROVED,2024-01-23T16:39:00.524000Z,2024-01-23T16:48:33.935000Z,2024-01-23T16:48:39.604000Z,2024-01-23T16:48:34.756112Z,574.0,C107BK71,738,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afeba2a4a32b0752946f22,62fbbc69991be5aeadfc753f,APPROVED,2024-01-23T16:39:01.862000Z,2024-01-23T16:47:29.903000Z,2024-01-23T16:47:30.505000Z,2024-01-23T16:47:31.045797Z,509.0,C107BK71,121,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time,
65afeba8002a48423e5a0ac6,61699e45a1a936cf905b4627,TIMED-OUT,2024-01-23T16:39:35.833000Z,,,2024-03-01T10:21:34.935786Z,3260520.0,,449,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
65afebb101a3cc82090e7f0a,653bbf7e04cc8d9994f1f252,APPROVED,2024-01-23T16:39:19.494000Z,2024-01-23T17:00:01.133000Z,2024-01-23T17:00:06.894000Z,2024-01-23T17:00:02.111693Z,1242.0,C107BK71,152,48,Male,White,United States,United States,United States,English,No,Full-Time,
65afebbf79402d34cc130cf6,5d1c92bc5f54410001ef8f0c,APPROVED,2024-01-23T16:39:31.426000Z,2024-01-23T16:50:06.303000Z,2024-01-23T16:50:07.109000Z,2024-01-23T16:50:07.400088Z,635.0,C107BK71,402,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afebca727bbb291e946db2,5c98d95567af090017f3b80c,APPROVED,2024-01-23T16:39:45.292000Z,2024-01-23T16:45:39.088000Z,2024-01-23T16:45:39.739000Z,2024-01-23T16:45:40.050415Z,354.0,C107BK71,151,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afebe1c7c336dcf6ca0969,5e307aed8a9fcf07e19f92ea,APPROVED,2024-01-23T16:40:07.993000Z,2024-01-23T16:47:34.541000Z,2024-01-23T16:47:35.199000Z,2024-01-23T16:47:35.758516Z,447.0,C107BK71,57,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afebe8a26da11a7533d021,5cef11e2b04fdd0016b177ce,APPROVED,2024-01-23T16:40:18.422000Z,2024-01-23T16:51:12.372000Z,2024-01-23T16:51:13.009000Z,2024-01-23T16:51:13.331138Z,654.0,C107BK71,2121,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afebff23b0d098b5dceb86,5b65b2773662a8000158c788,APPROVED,2024-01-23T16:40:42.076000Z,2024-01-23T16:48:28.452000Z,2024-01-23T16:48:34.142000Z,2024-01-23T16:48:29.963977Z,467.0,C107BK71,1813,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afec03529d4166f554f538,6346be8dc544a1c320c370d3,APPROVED,2024-01-23T16:40:55.491000Z,2024-01-23T16:48:07.513000Z,2024-01-23T16:48:08.140000Z,2024-01-23T16:48:08.818748Z,433.0,C107BK71,88,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65afec0e62c5d96c0f4bb1eb,60aa6c8804d2aae2b7cce9d5,APPROVED,2024-01-23T16:44:46.168000Z,2024-01-23T16:58:46.321000Z,2024-01-23T16:58:47.558000Z,2024-01-23T16:58:47.915096Z,841.0,C107BK71,1144,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afec0fef7bfb28a0e67b98,5cbd61d114b3cb0001f0353b,RETURNED,2024-01-23T16:40:52.403000Z,,,2024-03-01T10:21:34.955584Z,,,199,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65afec1000c4d9262ec66b44,627966f3451caac7a46ca880,APPROVED,2024-01-23T16:40:51.409000Z,2024-01-23T16:44:17.859000Z,2024-01-23T16:44:18.503000Z,2024-01-23T16:44:18.890755Z,207.0,C107BK71,412,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afec2e64e00c3a596926c6,60c029faa1d9b671a584f3ca,APPROVED,2024-01-23T16:41:24.441000Z,2024-01-23T16:59:21.137000Z,2024-01-23T16:59:21.773000Z,2024-01-23T16:59:22.149247Z,1077.0,C107BK71,1596,45,Female,White,United States,United States,United States,English,No,Part-Time,
65afec33728aa4f172f96114,5a4b5dbbee927b0001e1f32f,APPROVED,2024-01-23T16:41:30.042000Z,2024-01-23T16:48:36.631000Z,2024-01-23T16:48:37.255000Z,2024-01-23T16:48:37.558845Z,427.0,C107BK71,776,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
65afec355b0b469287b171dd,5f3a76edf6fb6508dc5e1e1c,APPROVED,2024-01-23T16:41:45.697000Z,2024-01-23T17:04:28.188000Z,2024-01-23T17:04:29.079000Z,2024-01-23T17:04:29.634003Z,1363.0,C107BK71,750,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afec45db2993758144e394,56e1bb4e6ce054000b3ffcaf,APPROVED,2024-01-23T16:41:41.805000Z,2024-01-23T16:48:18.032000Z,2024-01-23T16:48:19.068000Z,2024-01-23T16:48:19.521910Z,397.0,C107BK71,1279,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65afec51ae0f0171fac81628,641369c0277ac2301c2ec1bc,APPROVED,2024-01-23T16:41:57.138000Z,2024-01-23T16:52:04.522000Z,2024-01-23T16:52:05.130000Z,2024-01-23T16:52:05.377077Z,608.0,C107BK71,280,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afec5c3df94f7b38039e6d,57a49f748eccbc0001f39eaa,APPROVED,2024-01-23T16:42:09.871000Z,2024-01-23T16:51:06.998000Z,2024-01-23T16:51:09.290000Z,2024-01-23T16:51:09.339414Z,538.0,C107BK71,1332,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afec69728aa4f172f9612d,606ee8f52a168c78fda80c23,APPROVED,2024-01-23T16:42:23.673000Z,2024-01-23T16:50:55.638000Z,2024-01-23T16:51:04.225000Z,2024-01-23T16:50:56.452688Z,512.0,C107BK71,1952,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afec699feb3aa711e78f68,5f1a13f46ab2850fa64b794d,TIMED-OUT,2024-01-23T16:42:37.999000Z,,,2024-03-01T10:21:34.969811Z,3260338.0,,906,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,Not Applicable
65afec6b129001b633017fa7,5f4822c87200c92c9ef20bb1,APPROVED,2024-01-23T16:42:28.625000Z,2024-01-23T16:56:14.072000Z,2024-01-23T16:56:14.891000Z,2024-01-23T16:56:15.255690Z,826.0,C107BK71,1791,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afec7223a3ef78a5e090f1,63989d6058cbff8596af4940,APPROVED,2024-01-23T16:42:34.448000Z,2024-01-23T16:57:35.928000Z,2024-01-23T16:57:36.700000Z,2024-01-23T16:57:37.183035Z,902.0,C107BK71,470,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afec73f9ed164b7bc616d6,57147f7a8adadb00098dea62,APPROVED,2024-01-23T16:42:30.894000Z,2024-01-23T16:52:12.413000Z,2024-01-23T16:52:12.972000Z,2024-01-23T16:52:13.286603Z,582.0,C107BK71,1535,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afec833096cd5c5f321793,658cbb68fe56e809bcf4f389,APPROVED,2024-01-23T16:42:51.521000Z,2024-01-23T16:56:47.947000Z,2024-01-23T16:56:48.747000Z,2024-01-23T16:56:49.148062Z,837.0,C107BK71,0,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afec8c5b0b469287b171f2,659d627e9e1f1c06057838f9,APPROVED,2024-01-23T16:42:58.434000Z,2024-01-23T16:51:42.685000Z,2024-01-23T16:51:43.464000Z,2024-01-23T16:51:44.008861Z,525.0,C107BK71,8,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65afec8d002a48423e5a0b20,58d3b42e9dbe3f0001258d95,APPROVED,2024-01-23T16:43:05.732000Z,2024-01-23T16:52:21.307000Z,2024-01-23T16:52:21.906000Z,2024-01-23T16:52:22.504600Z,556.0,C107BK71,586,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afec94c1649dc7076b8b19,5f46d480bf76700acde7784d,APPROVED,2024-01-23T16:43:03.551000Z,2024-01-23T16:50:08.341000Z,2024-01-23T16:50:09.134000Z,2024-01-23T16:50:09.508743Z,425.0,C107BK71,394,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
65afec9fd340cee450869f9a,5dbf1e36c97a8c3c0b008785,APPROVED,2024-01-23T16:43:19.344000Z,2024-01-23T16:56:41.794000Z,2024-01-23T16:56:42.348000Z,2024-01-23T16:56:42.740154Z,803.0,C107BK71,355,57,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afeca0b5cc86df02c5c8dc,6542617070afd2731d6bd018,APPROVED,2024-01-23T16:43:16.313000Z,2024-01-23T16:50:15.378000Z,2024-01-23T16:50:16.442000Z,2024-01-23T16:50:16.929537Z,420.0,C107BK71,146,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65afecaf0e656408c6d9b608,5c726e7a70a49b0001f781e7,APPROVED,2024-01-23T16:43:34.328000Z,2024-01-23T16:58:48.629000Z,2024-01-23T16:58:49.721000Z,2024-01-23T16:58:49.902065Z,915.0,C107BK71,427,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time,
65afecb3f6422fd9af3b7630,57278abae386b9000e3f1d58,APPROVED,2024-01-23T16:43:38.238000Z,2024-01-23T16:55:06.263000Z,2024-01-23T16:55:06.868000Z,2024-01-23T16:55:07.161741Z,689.0,C107BK71,2457,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65afecb8df8a20f6121567ce,5dd9e596961cb3977c0edbce,APPROVED,2024-01-23T16:43:42.466000Z,2024-01-23T16:54:16.787000Z,2024-01-23T16:54:17.772000Z,2024-01-23T16:54:18.270603Z,635.0,C107BK71,312,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65afecb9ad8e0689f11ae217,61601f0ddc31a716116888f1,APPROVED,2024-01-23T16:43:41.406000Z,2024-01-23T16:51:01.145000Z,2024-01-23T16:51:06.902000Z,2024-01-23T16:51:02.256314Z,440.0,C107BK71,694,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afecbc27c7081d2c33bd96,56d0f2b8d0dc44000525063c,APPROVED,2024-01-23T16:43:49.676000Z,2024-01-23T16:51:59.942000Z,2024-01-23T16:52:00.603000Z,2024-01-23T16:52:01.144729Z,491.0,C107BK71,636,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65afecbc3096cd5c5f321799,5deae08fe4f84020dfafac72,APPROVED,2024-01-23T16:44:19.531000Z,2024-01-23T17:00:23.122000Z,2024-01-23T17:00:37.127000Z,2024-01-23T17:00:24.136552Z,964.0,C107BK71,918,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afecc178257989fb69285e,5f8486766d8e7b0f17df0206,APPROVED,2024-01-23T16:43:48.723000Z,2024-01-23T16:50:21.730000Z,2024-01-23T16:50:22.310000Z,2024-01-23T16:50:22.647248Z,394.0,C107BK71,1280,40,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
65afecc4a26da11a7533d059,5ba2cd9ee671c60001236628,APPROVED,2024-01-23T16:43:52.273000Z,2024-01-23T16:51:12.493000Z,2024-01-23T16:51:18.419000Z,2024-01-23T16:51:13.771767Z,441.0,C107BK71,633,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65afecc601a3cc82090e7f5c,614b66700b06a6a2c4d0cd55,APPROVED,2024-01-23T16:43:56.763000Z,2024-01-23T16:53:29.380000Z,2024-01-23T16:53:30.851000Z,2024-01-23T16:53:31.021008Z,573.0,C107BK71,453,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65afecca163bb9c17bb42b77,5d1f440b3aac9200019067f1,APPROVED,2024-01-23T16:43:59.116000Z,2024-01-23T16:50:55.422000Z,2024-01-23T16:50:56.188000Z,2024-01-23T16:50:56.533535Z,417.0,C107BK71,608,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED,
